Symbol,Company,Year,Revenue,EquityRatio,OperatingCF,Cash,Dividend,Count,ROE,EPS,MarketCap
8316.T,"Sumitomo Mitsui Financial Group, Inc.",2025,5066269000000.0,0.048008698780436065,4848464000000.0,75590583000000.0,140.0,2,0.09776,411.58,24362497343488
8316.T,"Sumitomo Mitsui Financial Group, Inc.",2026,5791563000000.0,0.048053313381498826,-10283139000000.0,73696930000000.0,79.0,1,0.09776,411.58,24362497343488
8411.T,"Mizuho Financial Group, Inc.",2016,,,,,75.0,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2017,,,,,75.0,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2018,,,,,75.0,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2019,,,,,75.0,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2020,,,,,75.0,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2021,,,,,77.5,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2022,,,,,82.5,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2023,2670039000000.0,0.03592134252596759,8867246000000.0,67152100000000.0,92.5,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2024,2971068000000.0,0.036718918497169815,1884978000000.0,72968900000000.0,120.0,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2025,3809305000000.0,0.036856554814174276,-3820800000000.0,72483086000000.0,147.5,2,0.11439,502.71,18989602308096
8411.T,"Mizuho Financial Group, Inc.",2026,4316919000000.0,0.03744217981547263,-4838533000000.0,61567751000000.0,72.5,1,0.11439,502.71,18989602308096
8766.T,"Tokio Marine Holdings, Inc.",2016,,,,,41.666668,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2017,,,,,50.833336,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2018,,,,,80.0,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2019,,,,,73.333332,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2020,,,,,76.666668,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2021,,,,,73.333332,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2022,5751641000000.0,0.14757016958030897,1102240000000.0,848819000000.0,95.0,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2023,6314108000000.0,0.13082395831668056,1007710000000.0,871993000000.0,110.5,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2024,7080313000000.0,0.16919948243609084,1072124000000.0,896898000000.0,143.5,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2025,7584167000000.0,0.16252478604132106,1345080000000.0,1071138000000.0,196.5,2,0.18701,278.88,13196414943232
8766.T,"Tokio Marine Holdings, Inc.",2026,,,,,112.5,1,0.18701,278.88,13196414943232
9432.T,"NTT, Inc.",2016,,,,,2.4,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2017,,,,,2.7,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2018,,,,,3.2,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2019,,,,,3.8,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2020,,,,,3.9,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2021,,,,,4.2,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2022,,,,,4.8,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2023,13136194000000.0,0.3382750564219608,2261013000000.0,793920000000.0,4.9,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2024,13374569000000.0,0.33252553191482176,2374159000000.0,982874000000.0,5.2,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2025,13704727000000.0,0.34001140225177007,2364031000000.0,1000994000000.0,5.25,2,0.10042,12.61,11749429346304
9432.T,"NTT, Inc.",2026,14409121000000.0,0.20820549805817518,1485190000000.0,1921882000000.0,2.65,1,0.10042,12.61,11749429346304
9433.T,KDDI Corporation,2016,,,,,37.5,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2017,,,,,45.0,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2018,,,,,47.5,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2019,,,,,55.0,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2020,,,,,60.0,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2021,,,,,60.0,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2022,,,,,65.0,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2023,5630024000000.0,0.42712891483969506,1078869000000.0,480252000000.0,70.0,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2024,5699724000000.0,0.3691309749677725,1706498000000.0,887207000000.0,70.0,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2025,5835525000000.0,0.3010818376246836,1249042000000.0,921175000000.0,77.5,2,0.14006,183.65,10206776918016
9433.T,KDDI Corporation,2026,6071915000000.0,0.2663086116385335,1788853000000.0,1078807000000.0,40.0,1,0.14006,183.65,10206776918016
9984.T,SoftBank Group Corp.,2016,,,,,5.375,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2017,,,,,5.5,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2018,,,,,5.5,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2019,,,,,8.25,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2020,,,,,11.0,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2021,,,,,11.0,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2022,6221534000000.0,0.20981687326886483,2725450000000.0,5169001000000.0,11.0,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2023,6570439000000.0,0.2055210617318209,741292000000.0,6925153000000.0,11.0,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2024,6756500000000.0,0.23889365098970142,250547000000.0,6186874000000.0,11.0,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2025,7243752000000.0,0.25684461878719916,203580000000.0,3713028000000.0,11.0,2,0.32724,872.26,35481496584192
9984.T,SoftBank Group Corp.,2026,,,,,5.5,1,0.32724,872.26,35481496584192
