Symbol,Company,CurrentPrice,TotalScore,DividendYield,AvgYield2Y,MaxYield2Y,MarketCap,SizeCategory,SectorJP,SplitFlag,BuySignal,Problem,AvgGrowthRate,CumulativeDividend
7545.T,"Nishimatsuya Chain Co., Ltd.",1936.0,95,0.01652892561983471,0.011936467682347178,0.016267885930684,112943407104.0,中型,一般消費財・サービス,,△,,0.0544164102135116,累進
4216.T,Asahi Yukizai Corporation,7300.0,82,0.01643835616438356,0.022154676855927587,0.03802123002682731,140503515136.0,中型,資本財・サービス,,×,ROE低い,0.1713064713064712,累進
9404.T,"Nippon Television Holdings, Inc.",2740.0,92,0.016423357664233577,0.013043050044475037,0.01626924972781974,666435190784.0,大型,コミュニケーション・サービス,,△,,0.0186261892144245,
4923.T,"Cota Co., Ltd.",1165.0,77,0.016349356223175966,0.016797509719197655,0.01833661625696489,33274380288.0,超小型,生活必需品,Split,×,,0.1135802465960563,累進
6925.T,Ushio Inc.,4296.0,84,0.016294227188081937,0.03251693889262332,0.046045383738296745,346036699136.0,大型,資本財・サービス,,×,ROE低い/配当性向70%以上2回,0.147008547008547,累進
6254.T,"Nomura Micro Science Co., Ltd.",4980.0,64,0.016265060240963854,0.028832630875779308,0.04615040966093927,177851400192.0,中型,資本財・サービス,,×,営業CF合計マイナス/現金比率低い,0.9040947916764908,累進
9412.T,SKY Perfect JSAT Corporation,2593.0,90,0.01619745468569225,0.021706900686918218,0.04157088715610809,704347832320.0,大型,コミュニケーション・サービス,,×,,0.1132477658793448,
1944.T,Kinden Corporation,8030.0,92,0.0161892901618929,0.020829017905903125,0.038388860686845015,1602680258560.0,超大型,資本財・サービス,,×,現金比率低い,0.2011755803619985,累進
3184.T,"International Conglomerate of Distribution for Automobile Holdings Co., Ltd.",4350.0,82,0.016091954022988506,0.01873564066233009,0.023288796920667418,9133786112.0,超小型,一般消費財・サービス,,×,現金比率低い,0.0444444444444444,累進
2814.T,"Sato Foods Industries Co., Ltd.",3110.0,85,0.01607717041800643,0.014265046758322643,0.02199310433490183,10907158528.0,超小型,生活必需品,,△,ROE低い,0.0450292397660818,累進
3153.T,"Yashima Denki Co., Ltd.",2804.0,97,0.016048502139800285,0.019179770259289037,0.02665339684579057,59377524736.0,小型,資本財・サービス,,×,,0.1049839666506333,累進
2209.T,"Imuraya Group Co., Ltd.",2382.0,87,0.01595298068849706,0.01615600453303925,0.017304189435336976,30021935104.0,超小型,生活必需品,,×,現金比率低い,0.068624710700447,累進
7966.T,LINTEC Corporation,6960.0,84,0.015804597701149427,0.02547396477976427,0.04533691660265336,441344851968.0,大型,素材,,×,,0.0664433078297182,
9846.T,"Tenmaya Store Co., Ltd.",990.0,82,0.015656565656565657,0.011918378178216062,0.015262990070432695,11362487296.0,超小型,生活必需品,,△,現金比率低い,0.1323232323232323,累進
8218.T,"Komeri Co.,Ltd.",3605.0,81,0.015533980582524271,0.013761921730981891,0.020284521751971117,167169212416.0,中型,一般消費財・サービス,,△,現金比率低い,0.0451262590933797,累進
9735.T,"SECOM CO., LTD.",6451.0,95,0.01550147263990079,0.014246573470531864,0.020503700227092497,2579430899712.0,超大型,資本財・サービス,,△,,0.0407517295417192,累進
3549.T,"Kusuri No Aoki Holdings Co., Ltd.",3640.0,82,0.015384615384615385,0.008951961632565016,0.014018691588785047,335504506880.0,大型,ヘルスケア,,△,,0.1461415201134793,累進
4680.T,Round One Corporation,1177.5,74,0.015286624203821656,0.014684329919107874,0.023480105008611366,299149099008.0,中型,一般消費財・サービス,,△,,0.1303975388988132,累進
4063.T,"Shin-Etsu Chemical Co., Ltd.",6942.0,89,0.015269374819936617,0.01829615333102632,0.030463858583750808,12710016188416.0,超大型,素材,,×,,0.2006700193846784,
2801.T,Kikkoman Corporation,1650.0,87,0.015151515151515152,0.015267942107956296,0.020800751752168792,1513502539776.0,超大型,生活必需品,,×,現金比率低い,0.149873369809743,
7734.T,"Riken Keiki Co., Ltd.",3690.0,100,0.014905149051490514,0.014754488591245219,0.0232758774511414,165686329344.0,中型,資本財・サービス,,△,,0.1988194260515106,累進
2371.T,"Kakaku.com, Inc.",3370.0,87,0.01483679525222552,0.024736639700693237,0.039669146149715194,654838071296.0,大型,コミュニケーション・サービス,,×,現金比率低い,0.1131889516312441,
5261.T,"RESOL HOLDINGS Co.,Ltd.",7450.0,86,0.01476510067114094,0.017851798055199583,0.021541908373259845,40344322048.0,小型,一般消費財・サービス,,×,現金比率低い,0.1071428571428571,
9697.T,"Capcom Co., Ltd.",3049.0,100,0.014758937356510331,0.01006676688605768,0.013038336720775551,1232965337088.0,超大型,コミュニケーション・サービス,,△,,0.2476690539287488,累進
9627.T,Ain Holdings Inc.,5474.0,82,0.014614541468761417,0.015539637239555945,0.019301639720474936,191006359552.0,中型,ヘルスケア,,×,,0.086026936026936,累進
6504.T,"Fuji Electric Co., Ltd.",13720.0,92,0.014577259475218658,0.019491481138018615,0.037032371887008364,1997169491968.0,超大型,資本財・サービス,,×,現金比率低い,0.1549775533108866,累進
3798.T,"ULS Group, Inc.",503.0,92,0.014512922465208748,0.013413415367044353,0.01536087128229662,27723405312.0,超小型,情報技術,Split,△,,0.1736997431333815,
6273.T,SMC Corporation,70450.0,71,0.014194464158977998,0.014981699972521014,0.024092702696801617,4517378654208.0,超大型,資本財・サービス,,×,,0.2345679012345679,累進
2222.T,"Kotobuki Spirits Co., Ltd.",2475.0,89,0.014141414141414142,0.018094011383166683,0.020047659338582467,373959622656.0,大型,生活必需品,,×,現金比率低い,0.3354497354497354,
3622.T,Netyear Group Corporation,496.0,82,0.014112903225806451,0.01309099629609306,0.014827063221427749,3464449024.0,超小型,コミュニケーション・サービス,,△,,0.0903010033444816,累進
3104.T,"Fujibo Holdings, Inc.",4255.0,81,0.01410105757931845,0.020773031347217873,0.035590768213737335,145660411904.0,中型,一般消費財・サービス,Split,×,現金比率低い,0.1136656436326675,
2208.T,Bourbon Corporation,3005.0,92,0.013976705490848586,0.0120738084644497,0.01696258541744293,72151834624.0,小型,生活必需品,,△,,0.0903285979026045,累進
6841.T,Yokogawa Electric Corporation,5594.0,100,0.013943510904540579,0.014725734764525891,0.02420717472384041,1410566848512.0,超大型,資本財・サービス,,×,,0.1140812346694699,累進
6590.T,Shibaura Mechatronics Corporation,4305.0,89,0.013937282229965157,0.02700795761890688,0.053967585931027684,286514249728.0,中型,情報技術,Split,×,現金比率低い,0.502537141643912,
5393.T,Nichias Corporation,3941.0,81,0.0138712590713017,0.019978798577133656,0.0323999367188736,755409879040.0,大型,資本財・サービス,Split,×,現金比率低い,0.1326448072985457,
2531.T,Takara Holdings Inc.,2261.0,81,0.013710747456877488,0.0228827698384826,0.02853722238091717,428703645696.0,大型,生活必需品,,×,ROE低い,0.1399293460243248,
7912.T,"Dai Nippon Printing Co., Ltd.",2938.0,92,0.013614703880190605,0.013969150440790896,0.022103038553977775,1240951291904.0,超大型,資本財・サービス,,×,,0.0277777777777777,
4187.T,Osaka Organic Chemical Industry Ltd.,5880.0,76,0.013605442176870748,0.021471249923332845,0.03929876521667826,121210142720.0,中型,素材,,×,,0.1312687827963523,累進
2175.T,"SMS Co., Ltd.",2188.0,72,0.013482632541133455,0.022206792151045374,0.028936127704558806,172779339776.0,中型,ヘルスケア,,×,ROE低い/現金比率低い/EPS低い,0.2722490243388076,累進
8233.T,"Takashimaya Company, Limited",2524.5,69,0.013468013468013467,0.017931368558350307,0.029939714892924952,752753967104.0,大型,一般消費財・サービス,,×,ROE低い/EPS低い,0.1193458086743908,累進
4543.T,Terumo Corporation,2247.0,87,0.01335113484646195,0.009540489274219743,0.01242222031591051,3262883561472.0,超大型,ヘルスケア,,△,現金比率低い,0.1235077933398346,累進
7419.T,Nojima Corporation,1350.0,100,0.01308642,0.014165327765725145,0.023093712050101686,384314540032.0,大型,一般消費財・サービス,Split,×,,0.1678809939666231,累進
4464.T,SOFT99corporation,3600.0,84,0.013055555555555556,0.016339757778667183,0.03258414432767713,75259150336.0,小型,素材,,×,,0.0998725268971038,累進
4462.T,"Ishihara Chemical Co., Ltd.",3380.0,86,0.01301775147928994,0.016271771563851282,0.026168084981780818,46326185984.0,小型,素材,,×,,0.1229864876158028,
5332.T,TOTO LTD.,8490.0,82,0.012956419316843345,0.02028668119415007,0.030947314991760354,1402965196800.0,超大型,資本財・サービス,,×,現金比率低い,0.0497406369955389,
7443.T,"Yokohama Gyorui Co., Ltd.",624.0,54,0.01282051282051282,0.011502080723398103,0.013114754098360656,3917101824.0,超小型,生活必需品,,△,ROE低い,0.1111111111111111,累進
2349.T,"Nippon Information Development Co., Ltd.",2300.0,95,0.012608695652173913,0.012493000848584866,0.012907001546332326,25172486144.0,超小型,情報技術,,△,,0.0605793055381586,累進
7564.T,"Workman Co.,Ltd.",7070.0,100,0.012588401697312589,0.015202761457328929,0.019551320319607803,550072483840.0,大型,一般消費財・サービス,,×,,0.1434474056448329,累進
9843.T,"Nitori Holdings Co., Ltd.",2482.5,84,0.012406847935548842,0.009035782617144513,0.01278853576726256,1378739552256.0,超大型,一般消費財・サービス,Split,△,,0.1055448765280518,累進
6368.T,Organo Corporation,16190.0,84,0.012353304508956145,0.01776052009981899,0.03707652424901817,752731029504.0,大型,資本財・サービス,,×,現金比率低い,0.3713485112597459,累進
6370.T,Kurita Water Industries Ltd.,9071.0,92,0.012347040017638629,0.015498247075169332,0.027231239692358012,988807954432.0,大型,資本財・サービス,,×,現金比率低い,0.0853772722234835,累進
3774.T,Internet Initiative Japan Inc.,3164.0,92,0.012326169405815424,0.011412085433167579,0.01546189913894019,553978888192.0,大型,コミュニケーション・サービス,,△,現金比率低い,0.2741810299813074,累進
6055.T,"JAPAN MATERIAL Co., Ltd.",2605.0,92,0.012284069097888676,0.0198565395148066,0.025128378293747738,270604402688.0,中型,資本財・サービス,,×,現金比率低い,0.1692410290900744,累進
4975.T,JCU Corporation,7780.0,94,0.012210796915167094,0.01736459926116522,0.02862874697335398,194742009856.0,中型,素材,,×,,0.1187496760131031,累進
2413.T,"M3, Inc.",1830.0,100,0.012021857923497269,0.014198481681077794,0.01674914350970689,1179013611520.0,超大型,ヘルスケア,,×,,0.1928872550260579,累進
3349.T,COSMOS Pharmaceutical Corporation,6274.0,82,0.011954096270321964,0.008237371826127817,0.011421821166255687,488621047808.0,大型,ヘルスケア,,△,,0.1813140583106663,累進
8830.T,"Sumitomo Realty & Development Co., Ltd.",3738.0,82,0.011771000535045479,0.01037278327871904,0.016496693411794168,3299157475328.0,超大型,不動産,Split,△,現金比率低い,0.1501905104877409,累進
7741.T,HOYA Corporation,25805.0,92,0.011431893043983725,0.01061883955259193,0.016723600582495203,8555208376320.0,超大型,ヘルスケア,,△,現金比率低い,0.1782267115600449,累進
7911.T,TOPPAN Holdings Inc.,5090.0,90,0.011394891944990177,0.01154935887587787,0.01738612586307195,1458822578176.0,超大型,資本財・サービス,,×,,0.0736418340537333,
7173.T,"Tokyo Kiraboshi Financial Group, Inc.",1887.0,78,0.01126126126126126,0.021192317128009137,0.04015929916855394,4113486839808.0,超大型,金融,Split,×,営業CF合計マイナス/自己資本比率低い,0.138350308416722,累進
6134.T,Fuji Corporation,8001.0,81,0.01124859392575928,0.025029002916530735,0.04650084279939388,702513348608.0,大型,資本財・サービス,,×,現金比率低い,0.1260027754280627,累進
6101.T,Tsugami Corporation,7620.0,90,0.01115485564304462,0.027556924174211742,0.04867309255826532,342714777600.0,大型,資本財・サービス,,×,減収傾向,0.184229550406021,累進
6501.T,"Hitachi, Ltd.",4486.0,81,0.011145786892554615,0.009837540100131095,0.016901778859040064,20136643788800.0,超大型,資本財・サービス,,△,現金比率低い,0.1973757789324936,
7649.T,"Sugi Holdings Co.,Ltd.",3186.0,100,0.01098556183301946,0.009627082481815784,0.01446098922204397,559567994880.0,大型,ヘルスケア,,△,,0.0928766025620847,累進
3796.T,"e-Seikatsu Co.,Ltd.",276.0,85,0.010869565217391304,0.01125080931434309,0.012181567361915068,3795757312.0,超小型,情報技術,Split,×,,0.0277777777777777,累進
4966.T,"C.Uyemura & Co.,Ltd.",26830.0,94,0.01080879612374208,0.02339325689033265,0.03382112808419328,431326658560.0,大型,素材,,×,,0.2028320444987111,累進
2221.T,"Iwatsuka Confectionery Co., Ltd.",3045.0,77,0.010509031198686371,0.010798434452657829,0.011953720191699227,31083821056.0,超小型,生活必需品,,×,ROE低い/現金比率低い,0.1463647980858126,累進
4091.T,Nippon Sanso Holdings Corporation,5923.0,92,0.010467668411278068,0.009609747006399171,0.013812471088027165,2570284171264.0,超大型,素材,,△,現金比率低い,0.1360416332638555,累進
4369.T,Tri Chemical Laboratories Inc.,3455.0,86,0.010130246020260492,0.013636953986970934,0.018634282322115458,113088700416.0,中型,素材,,×,現金比率低い,0.3766914492489205,累進
6762.T,TDK Corporation,3593.0,89,0.01001948232674645,0.015742432470973414,0.027538627972406745,6785901002752.0,超大型,情報技術,,×,,0.1772144457279651,累進
2805.T,S&B Foods Inc.,5250.0,89,0.009523809523809525,0.011689463084624417,0.019584460719058068,126681251840.0,中型,生活必需品,,×,,0.1145479885819822,累進
6701.T,NEC Corporation,4047.0,94,0.009389671361502348,0.007581753091735369,0.011917787054711158,5033475702784.0,超大型,情報技術,,△,,0.1089677230981578,累進
6503.T,Mitsubishi Electric Corporation,5860.0,82,0.00938566552901024,0.013242313494279186,0.024413889994878372,11988021280768.0,超大型,資本財・サービス,,×,現金比率低い,0.0870280908928251,
6800.T,"Yokowo Co., Ltd.",6080.0,84,0.009210526315789473,0.025962931346412213,0.04846729461593302,143825633280.0,中型,情報技術,,×,,0.1596828205653095,
7550.T,"Zensho Holdings Co., Ltd.",8204.0,95,0.009141882008776206,0.006964705447044382,0.009803624564671815,1240902402048.0,超大型,一般消費財・サービス,,△,,0.2151248284352785,累進
3891.T,Nippon Kodoshi Corporation,9980.0,81,0.009018036072144289,0.030034328442774542,0.05686058495326771,107048640512.0,中型,情報技術,,×,現金比率低い,0.2101689408706952,
1948.T,"The Kodensha Co., Ltd.",11490.0,74,0.008703220191470844,0.029476215097446187,0.060074322908041135,100261724160.0,中型,資本財・サービス,,×,,0.2608208522001625,累進
9691.T,"Ryomo Systems Co.,Ltd.",5190.0,90,0.008477842003853564,0.010813978485979597,0.01893262375213121,18121938944.0,超小型,情報技術,,×,,0.1367298279062985,
2802.T,"Ajinomoto Co., Inc.",5816.0,87,0.008253094910591471,0.010465059552851019,0.01687218122541069,5468502622208.0,超大型,生活必需品,,×,現金比率低い,0.1369257712478051,
9478.T,"SE Holdings and Incubations Co., Ltd.",487.0,67,0.008213552361396304,0.011233780671551135,0.015549723987247079,7490992128.0,超小型,コミュニケーション・サービス,,×,減収傾向,0.1216931216931217,累進
6777.T,santec Holdings Corporation,26360.0,87,0.007966616084977238,0.029688510000038956,0.06373680774592128,329290645504.0,大型,情報技術,,×,現金比率低い,0.403012728012728,
6758.T,Sony Group Corporation,3299.0,100,0.007578053955744165,0.005262991106033822,0.0075290513052234595,18841683886080.0,超大型,情報技術,,△,,0.2136556669451406,累進
8715.T,"Anicom Holdings, Inc.",1220.0,87,0.007377049180327869,0.011635086857045488,0.018679032261850352,89765232640.0,小型,金融,,×,,0.280050505050505,累進
6668.T,"Adtec Plasma Technology Co., Ltd.",3800.0,64,0.007368421052631579,0.015686875323267346,0.02720493866853556,35684556800.0,超小型,資本財・サービス,,×,,0.2513227513227513,累進
2882.T,"EAT&HOLDINGS Co.,Ltd",2044.0,80,0.007338551859099804,0.005824167040456817,0.008064343523149454,22851481600.0,超小型,一般消費財・サービス,,△,ROE低い,0.0888359788359788,累進
4686.T,JustSystems Corporation,3685.0,94,0.007327001356852103,0.005510438522653715,0.007871115606369916,231847837696.0,中型,情報技術,,△,,0.183048433048433,累進
3923.T,"Rakus Co., Ltd.",966.7000122070312,92,0.007241129524782565,0.005607587657619682,0.009709429113031697,313422184448.0,大型,情報技術,Split,△,現金比率低い,0.3792298982415115,累進
6861.T,Keyence Corporation,78200.0,92,0.007033248081841432,0.006520637898152764,0.008980088757887687,18698687479808.0,超大型,情報技術,,△,現金比率低い,0.3001424501424501,累進
3399.T,Maruchiyo Yamaokaya Corporation,3430.0,84,0.006705539358600583,0.004705122034963763,0.007863247863247864,63925514240.0,小型,一般消費財・サービス,Split,△,現金比率低い,0.1103174603174603,累進
6315.T,TOWA Corporation,3140.0,86,0.006369426751592357,0.011745095187389507,0.01973419779654866,238213955584.0,中型,情報技術,,×,,0.3361111620902824,
4368.T,"Fuso Chemical Co.,Ltd.",4515.0,81,0.006053746843853821,0.01402123826899123,0.026929677439964647,490895179776.0,大型,素材,Split,×,現金比率低い,0.0730325224825138,
6981.T,"Murata Manufacturing Co., Ltd.",10740.0,81,0.006052141527001862,0.01874711284212465,0.032852404397377744,19604531314688.0,超大型,情報技術,,×,現金比率低い,0.1065955688210157,累進
5706.T,"Mitsui Kinzoku Company, Limited",41940.0,81,0.005841678588459704,0.023235722373549057,0.05815663986980517,2425229672448.0,超大型,資本財・サービス,,×,現金比率低い,0.1703961887785417,
8337.T,"The Chiba Kogyo Bank, Ltd.",2406.0,62,0.004156275976724855,0.007071338053373645,0.01089994754267189,135381467136.0,中型,金融,,×,営業CF合計マイナス/自己資本比率低い/ROE低い,0.1851851851851851,累進
9267.T,"Genky DrugStores Co., Ltd.",3395.0,82,0.003829160530191458,0.003019231712397066,0.00512319312864037,100885872640.0,中型,ヘルスケア,,△,,0.052063492063492,累進
6834.T,"SEIKOH GIKEN Co., Ltd.",29470.0,81,0.0033932813030200203,0.01201198723225992,0.02918172615989762,278011314176.0,中型,情報技術,,×,現金比率低い,0.2085330428467683,
4970.T,"Toyo Gosei Co.,Ltd.",16270.0,76,0.002458512599877074,0.00588921276419472,0.011004688933648508,130400608256.0,中型,素材,,×,ROE低い/現金比率低い,0.1945767195767195,累進
9984.T,SoftBank Group Corp.,5894.0,82,0.0018663047166610112,0.003416744219470916,0.00756005309957395,35481496584192.0,超大型,コミュニケーション・サービス,Split,×,,0.0951765719207579,累進
3778.T,SAKURA Internet Inc.,2811.0,85,0.0017787264318747777,0.0015759358992518697,0.002026753141467369,113189740544.0,中型,情報技術,,△,ROE低い/配当性向70%以上2回,0.0566137566137566,累進
5344.T,"Maruwa Co.,Ltd.",68480.0,92,0.0014894859813084113,0.0022433375216138834,0.004474376268327746,846143291392.0,大型,情報技術,,×,現金比率低い,0.1084068987837028,累進
5922.T,"Nasu Denki-Tekko Co., Ltd.",,81,,0.03776831641190005,0.043080595398509995,20478507008.0,超小型,資本財・サービス,,×,,0.261111111111111,
6489.T,"Maezawa Industries, Inc.",,77,,0.028227418620160618,0.05145395265079722,30265182208.0,超小型,資本財・サービス,,×,,0.2412134162134162,累進
7925.T,"Maezawa Kasei Industries Co., Ltd.",,67,,0.020768431983385256,0.020768431983385256,28606861312.0,超小型,素材,,×,ROE低い,0.1109908609908609,累進
